shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
shp_AG_1,101.693969,3.160656,76
shp_AG_1,101.693834,3.1602,77
shp_AG_1,101.693765,3.15989,78
shp_AG_1,101.693718,3.159516,79
shp_AG_1,101.693748,3.159173,80
shp_AG_1,101.693815,3.158847,81
shp_AG_1,101.693927,3.158497,82
shp_AG_1,101.694094,3.158011,83
shp_AG_1,101.694246,3.157613,84
shp_AG_1,101.694381,3.157311,85
shp_AG_1,101.694501,3.156722,86
shp_AG_1,101.69451,3.156267,87
shp_AG_1,101.694495,3.155996,88
shp_AG_1,101.694396,3.155503,89
shp_AG_1,101.694362,3.155335,90
shp_AG_1,101.694244,3.154857,91
shp_AG_1,101.694094,3.154394,92
shp_AG_1,101.693961,3.153908,93
shp_AG_1,101.693843,3.153446,94
shp_AG_1,101.693772,3.153095,95
shp_AG_1,101.693702,3.15276,96
shp_AG_1,101.693671,3.152417,97
shp_AG_1,101.693687,3.152186,98
shp_AG_1,101.693756,3.151958,99
shp_AG_1,101.693848,3.151776,100
shp_AG_1,101.694027,3.151535,101
shp_AG_1,101.694235,3.151373,102
shp_AG_1,101.694569,3.151241,103
shp_AG_1,101.694804,3.151116,104
shp_AG_1,101.695028,3.150982,105
shp_AG_1,101.695274,3.150781,106
shp_AG_1,101.695593,3.150423,107
shp_AG_1,101.696147,3.149802,108
shp_AG_1,101.696547,3.149302,109
shp_AG_1,101.696865,3.148904,110
shp_AG_1,101.697611,3.148117,111
shp_AG_1,101.698149,3.147591,112
shp_AG_1,101.698496,3.147138,113
shp_AG_1,101.698938,3.14671,114
shp_AG_1,101.699212,3.146438,115
shp_AG_1,101.69946,3.146088,116
shp_AG_1,101.699579,3.145939,117
shp_AG_1,101.699713,3.145807,118
shp_AG_1,101.699886,3.145691,119
shp_AG_1,101.700007,3.145631,120
shp_AG_1,101.7002,3.145559,121
shp_AG_1,101.70051,3.14548,122
shp_AG_1,101.700724,3.145411,123
shp_AG_1,101.700911,3.145346,124
shp_AG_1,101.701141,3.145197,125
shp_AG_1,101.701329,3.145009,126
shp_AG_1,101.701573,3.144741,127
shp_AG_1,101.701899,3.144391,128
shp_AG_1,101.702245,3.144046,129
shp_AG_1,101.702628,3.143665,130
shp_AG_1,101.702969,3.14311,131
shp_AG_1,101.703255,3.142707,132
shp_AG_1,101.703602,3.142293,133
shp_AG_1,101.703915,3.141935,134
shp_AG_1,101.704299,3.141529,135
shp_AG_1,101.70462,3.141196,136
shp_AG_1,101.704905,3.140928,137
shp_AG_1,101.705863,3.140123,138
shp_AG_1,101.706109,3.1399,139
shp_AG_1,101.706833,3.139396,140
shp_AG_1,101.707554,3.13886,141
shp_AG_1,101.708292,3.138328,142
shp_AG_1,101.709134,3.137677,143
shp_AG_1,101.709723,3.137232,144
shp_AG_1,101.710326,3.136796,145
shp_AG_1,101.710757,3.136472,146
shp_AG_1,101.711182,3.136075,147
shp_AG_1,101.71145,3.135784,148
shp_AG_1,101.711905,3.135102,149
shp_AG_1,101.712063,3.134875,150
shp_AG_1,101.712307,3.134524,151
shp_AG_1,101.712626,3.134087,152
shp_AG_1,101.712777,3.133874,153
shp_AG_1,101.713012,3.133673,154
shp_AG_1,101.71342,3.133349,155
shp_AG_1,101.713772,3.133108,156
shp_AG_1,101.71432,3.132706,157
shp_AG_1,101.714448,3.132627,158
shp_AG_1,101.714957,3.132141,159
shp_AG_1,101.715312,3.131725,160
shp_AG_1,101.715495,3.131367,161
shp_AG_1,101.715686,3.130961,162
shp_AG_1,101.715854,3.130308,163
shp_AG_1,101.715855,3.12983,164
shp_AG_1,101.715824,3.129312,165
shp_AG_1,101.715707,3.128682,166
shp_AG_1,101.715645,3.128252,167
shp_AG_1,101.71558,3.127923,168
shp_AG_1,101.715433,3.127168,169
shp_AG_1,101.715339,3.126666,170
shp_AG_1,101.715269,3.126116,171
shp_AG_1,101.715318,3.125304,172
shp_AG_1,101.715397,3.124862,173
shp_AG_1,101.715571,3.124294,174
shp_AG_1,101.715816,3.123634,175
shp_AG_1,101.71606,3.123036,176
shp_AG_1,101.716587,3.121957,177
shp_AG_1,101.71712,3.121513,178
shp_AG_1,101.717293,3.121375,179
shp_AG_1,101.717483,3.121248,180
shp_AG_1,101.717873,3.121031,181
shp_AG_1,101.718231,3.120832,182
shp_AG_1,101.718474,3.120743,183
shp_AG_1,101.719004,3.120514,184
shp_AG_1,101.719475,3.120389,185
shp_AG_1,101.719741,3.120306,186
shp_AG_1,101.720171,3.120263,187
shp_AG_1,101.72054,3.120262,188
shp_AG_1,101.721217,3.120322,189
shp_AG_1,101.721709,3.120423,190
shp_AG_1,101.722374,3.120632,191
shp_AG_1,101.723392,3.121159,192
shp_AG_1,101.724878,3.121994,193
shp_AG_1,101.725876,3.122634,194
shp_AG_1,101.726985,3.123269,195
shp_AG_1,101.727991,3.123863,196
shp_AG_1,101.728977,3.124436,197
shp_AG_1,101.731529,3.125958,198
shp_AG_1,101.739057,3.130211,199
shp_AG_1,101.746187,3.134352,200
shp_AG_1,101.746847,3.134744,201
shp_AG_1,101.753168,3.138503,202
shp_AG_1,101.753709,3.138825,203
shp_AG_1,101.755968,3.140023,204
shp_AG_1,101.75677,3.14058,205
shp_AG_1,101.758881,3.142033,206
shp_AG_1,101.75951,3.142863,207
shp_AG_1,101.75999,3.143878,208
shp_AG_1,101.760196,3.144578,209
shp_AG_1,101.760359,3.150787,210
shp_BRT_0,101.612419,3.082999,1
shp_BRT_0,101.612251,3.082969,2
shp_BRT_0,101.612129,3.082928,3
shp_BRT_0,101.612053,3.082886,4
shp_BRT_0,101.612,3.082816,5
shp_BRT_0,101.611977,3.082741,6
shp_BRT_0,101.611977,3.082629,7
shp_BRT_0,101.611984,3.08245,8
shp_BRT_0,101.612,3.082209,9
shp_BRT_0,101.612007,3.081984,10
shp_BRT_0,101.612015,3.08181,11
shp_BRT_0,101.612022,3.081627,12
shp_BRT_0,101.612022,3.081461,13
shp_BRT_0,101.612015,3.081307,14
shp_BRT_0,101.612015,3.08117,15
shp_BRT_0,101.611984,3.081066,16
shp_BRT_0,101.611938,3.080987,17
shp_BRT_0,101.611877,3.080941,18
shp_BRT_0,101.611786,3.080904,19
shp_BRT_0,101.611656,3.080887,20
shp_BRT_0,101.611252,3.080883,21
shp_BRT_0,101.610771,3.080879,22
shp_BRT_0,101.610588,3.080875,23
shp_BRT_0,101.610481,3.080854,24
shp_BRT_0,101.610413,3.080817,25
shp_BRT_0,101.610329,3.080762,26
shp_BRT_0,101.610291,3.080713,27
shp_BRT_0,101.610237,3.080605,28
shp_BRT_0,101.610214,3.080388,29
shp_BRT_0,101.610207,3.079844,30
shp_BRT_0,101.610199,3.078459,31
shp_BRT_0,101.610199,3.077017,32
shp_BRT_0,101.610176,3.075998,33
shp_BRT_0,101.610176,3.075736,34
shp_BRT_0,101.610191,3.074913,35
shp_BRT_0,101.610199,3.074805,36
shp_BRT_0,101.610207,3.074726,37
shp_BRT_0,101.610252,3.07461,38
shp_BRT_0,101.610474,3.07424,39
shp_BRT_0,101.610634,3.073974,40
shp_BRT_0,101.61068,3.073874,41
shp_BRT_0,101.61071,3.073766,42
shp_BRT_0,101.610718,3.073612,43
shp_BRT_0,101.610718,3.073209,44
shp_BRT_0,101.610718,3.071675,45
shp_BRT_0,101.610703,3.07086,46
shp_BRT_0,101.610703,3.069779,47
shp_BRT_0,101.610695,3.069388,48
shp_BRT_0,101.610695,3.068418,49
shp_BRT_0,101.610695,3.067112,50
shp_BRT_0,101.610695,3.066367,51
shp_BRT_0,101.610695,3.066113,52
shp_BRT_0,101.610695,3.065976,53
shp_BRT_0,101.610657,3.065826,54
shp_BRT_0,101.610619,3.065718,55
shp_BRT_0,101.610535,3.065631,56
shp_BRT_0,101.610428,3.065564,57
shp_BRT_0,101.610329,3.065531,58
shp_BRT_0,101.610199,3.065523,59
shp_BRT_0,101.609764,3.065514,60
shp_BRT_0,101.609184,3.065514,61
shp_BRT_0,101.607933,3.065531,62
shp_BRT_0,101.606873,3.065539,63
shp_BRT_0,101.60659,3.065531,64
shp_BRT_0,101.605942,3.065526,65
shp_BRT_0,101.605354,3.065476,66
shp_BRT_0,101.604881,3.065447,67
shp_BRT_0,101.604256,3.065435,68
shp_BRT_0,101.603867,3.065397,69
shp_BRT_0,101.603477,3.065356,70
shp_BRT_0,101.603134,3.065347,71
shp_BRT_0,101.602272,3.06536,72
shp_BRT_0,101.601974,3.06536,73
shp_BRT_0,101.601563,3.065335,74
shp_BRT_0,101.601105,3.065327,75
shp_BRT_0,101.600708,3.065322,76
shp_BRT_0,101.600365,3.065337,77
shp_BRT_0,101.599846,3.065353,78
shp_BRT_0,101.599518,3.065357,79
shp_BRT_0,101.599213,3.065317,80
shp_BRT_0,101.599083,3.065288,81
shp_BRT_0,101.598923,3.065221,82
shp_BRT_0,101.598854,3.065167,83
shp_BRT_0,101.598763,3.065067,84
shp_BRT_0,101.598709,3.064967,85
shp_BRT_0,101.598679,3.064839,86
shp_BRT_0,101.598663,3.063969,87
shp_BRT_0,101.598671,3.063016,88
shp_BRT_0,101.598656,3.062783,89
shp_BRT_0,101.598602,3.062513,90
shp_BRT_0,101.598549,3.06233,91
shp_BRT_0,101.59848,3.062138,92
shp_BRT_0,101.598305,3.061864,93
shp_BRT_0,101.59816,3.061735,94
shp_BRT_0,101.597931,3.061643,95
shp_BRT_0,101.597321,3.061635,96
shp_BRT_0,101.596031,3.061631,97
shp_BRT_0,101.594978,3.061635,98
shp_BRT_0,101.594574,3.061622,99
shp_BRT_0,101.594376,3.061589,100
shp_BRT_0,101.594276,3.061527,101
shp_BRT_0,101.594185,3.061393,102
shp_BRT_0,101.594101,3.061256,103
shp_BRT_0,101.594063,3.061094,104
shp_BRT_0,101.594048,3.060948,105
shp_BRT_0,101.594055,3.060653,106
shp_BRT_0,101.594055,3.059675,107
shp_BRT_0,101.594009,3.058409,108
shp_BRT_0,101.593994,3.057673,109
shp_BRT_0,101.594002,3.057548,110
shp_BRT_0,101.594025,3.057418,111
shp_BRT_0,101.594109,3.057148,112
shp_BRT_0,101.594147,3.056832,113
shp_BRT_0,101.594147,3.056653,114
shp_BRT_0,101.594101,3.056533,115
shp_BRT_0,101.593979,3.056421,116
shp_BRT_0,101.593536,3.0564,117
shp_BRT_0,101.59243,3.056396,118
shp_BRT_0,101.592308,3.056362,119
shp_BRT_0,101.592239,3.056304,120
shp_BRT_0,101.592186,3.056208,121
shp_BRT_0,101.592155,3.056054,122
shp_BRT_0,101.592155,3.055887,123
shp_BRT_1,101.592155,3.055887,1
shp_BRT_1,101.592155,3.056054,2
shp_BRT_1,101.592186,3.056208,3
shp_BRT_1,101.592239,3.056304,4
shp_BRT_1,101.592308,3.056362,5
shp_BRT_1,101.59243,3.056396,6
shp_BRT_1,101.593536,3.0564,7
shp_BRT_1,101.593979,3.056421,8
shp_BRT_1,101.594101,3.056533,9
shp_BRT_1,101.594147,3.056653,10
shp_BRT_1,101.594147,3.056832,11
shp_BRT_1,101.594109,3.057148,12
shp_BRT_1,101.594025,3.057418,13
shp_BRT_1,101.594002,3.057548,14
shp_BRT_1,101.593994,3.057673,15
shp_BRT_1,101.594009,3.058409,16
shp_BRT_1,101.594055,3.059675,17
shp_BRT_1,101.594055,3.060653,18
shp_BRT_1,101.594048,3.060948,19
shp_BRT_1,101.594063,3.061094,20
shp_BRT_1,101.594101,3.061256,21
shp_BRT_1,101.594185,3.061393,22
shp_BRT_1,101.594276,3.061527,23
shp_BRT_1,101.594376,3.061589,24
shp_BRT_1,101.594574,3.061622,25
shp_BRT_1,101.594978,3.061635,26
shp_BRT_1,101.596031,3.061631,27
shp_BRT_1,101.597321,3.061635,28
shp_BRT_1,101.597931,3.061643,29
shp_BRT_1,101.59816,3.061735,30
shp_BRT_1,101.598305,3.061864,31
shp_BRT_1,101.59848,3.062138,32
shp_BRT_1,101.598549,3.06233,33
shp_BRT_1,101.598602,3.062513,34
shp_BRT_1,101.598656,3.062783,35
shp_BRT_1,101.598671,3.063016,36
shp_BRT_1,101.598663,3.063969,37
shp_BRT_1,101.598679,3.064839,38
shp_BRT_1,101.598709,3.064967,39
shp_BRT_1,101.598763,3.065067,40
shp_BRT_1,101.598854,3.065167,41
shp_BRT_1,101.598923,3.065221,42
shp_BRT_1,101.599083,3.065288,43
shp_BRT_1,101.599213,3.065317,44
shp_BRT_1,101.599518,3.065357,45
shp_BRT_1,101.599846,3.065353,46
shp_BRT_1,101.600365,3.065337,47
shp_BRT_1,101.600708,3.065322,48
shp_BRT_1,101.601105,3.065327,49
shp_BRT_1,101.601563,3.065335,50
shp_BRT_1,101.601974,3.06536,51
shp_BRT_1,101.602272,3.06536,52
shp_BRT_1,101.603134,3.065347,53
shp_BRT_1,101.603477,3.065356,54
shp_BRT_1,101.603867,3.065397,55
shp_BRT_1,101.604256,3.065435,56
shp_BRT_1,101.604881,3.065447,57
shp_BRT_1,101.605354,3.065476,58
shp_BRT_1,101.605942,3.065526,59
shp_BRT_1,101.60659,3.065531,60
shp_BRT_1,101.606873,3.065539,61
shp_BRT_1,101.607933,3.065531,62
shp_BRT_1,101.609184,3.065514,63
shp_BRT_1,101.609764,3.065514,64
shp_BRT_1,101.610199,3.065523,65
shp_BRT_1,101.610329,3.065531,66
shp_BRT_1,101.610428,3.065564,67
shp_BRT_1,101.610535,3.065631,68
shp_BRT_1,101.610619,3.065718,69
shp_BRT_1,101.610657,3.065826,70
shp_BRT_1,101.610695,3.065976,71
shp_BRT_1,101.610695,3.066113,72
shp_BRT_1,101.610695,3.066367,73
shp_BRT_1,101.610695,3.067112,74
shp_BRT_1,101.610695,3.068418,75
shp_BRT_1,101.610695,3.069388,76
shp_BRT_1,101.610703,3.069779,77
shp_BRT_1,101.610703,3.07086,78
shp_BRT_1,101.610718,3.071675,79
shp_BRT_1,101.610718,3.073209,80
shp_BRT_1,101.610718,3.073612,81
shp_BRT_1,101.61071,3.073766,82
shp_BRT_1,101.61068,3.073874,83
shp_BRT_1,101.610634,3.073974,84
shp_BRT_1,101.610474,3.07424,85
shp_BRT_1,101.610252,3.07461,86
shp_BRT_1,101.610207,3.074726,87
shp_BRT_1,101.610199,3.074805,88
shp_BRT_1,101.610191,3.074913,89
shp_BRT_1,101.610176,3.075736,90
shp_BRT_1,101.610176,3.075998,91
shp_BRT_1,101.610199,3.077017,92
shp_BRT_1,101.610199,3.078459,93
shp_BRT_1,101.610207,3.079844,94
shp_BRT_1,101.610214,3.080388,95
shp_BRT_1,101.610237,3.080605,96
shp_BRT_1,101.610291,3.080713,97
shp_BRT_1,101.610329,3.080762,98
shp_BRT_1,101.610413,3.080817,99
shp_BRT_1,101.610481,3.080854,100
shp_BRT_1,101.610588,3.080875,101
shp_BRT_1,101.610771,3.080879,102
shp_BRT_1,101.611252,3.080883,103
shp_BRT_1,101.611656,3.080887,104
shp_BRT_1,101.611786,3.080904,105
shp_BRT_1,101.611877,3.080941,106
shp_BRT_1,101.611938,3.080987,107
shp_BRT_1,101.611984,3.081066,108
shp_BRT_1,101.612015,3.08117,109
shp_BRT_1,101.612015,3.081307,110
shp_BRT_1,101.612022,3.081461,111
shp_BRT_1,101.612022,3.081627,112
shp_BRT_1,101.612015,3.08181,113
shp_BRT_1,101.612007,3.081984,114
shp_BRT_1,101.612,3.082209,115
shp_BRT_1,101.611984,3.08245,116
shp_BRT_1,101.611977,3.082629,117
shp_BRT_1,101.611977,3.082741,118
shp_BRT_1,101.612,3.082816,119
shp_BRT_1,101.612053,3.082886,120
shp_BRT_1,101.612129,3.082928,121
shp_BRT_1,101.612251,3.082969,122
shp_BRT_1,101.612419,3.082999,123
shp_KJ_0,101.5746142,2.99665404,1
shp_KJ_0,101.5740209,2.99699496,2
shp_KJ_0,101.573617,2.99719197,3
shp_KJ_0,101.5732951,2.99744496,4
shp_KJ_0,101.573226,2.99754702,5
shp_KJ_0,101.573136,2.99767203,6
shp_KJ_0,101.5730662,2.99781702,7
shp_KJ_0,101.5730269,2.99793996,8
shp_KJ_0,101.572983,2.99815299,9
shp_KJ_0,101.572965,2.998305,10
shp_KJ_0,101.5729621,2.99850399,11
shp_KJ_0,101.572947,2.99889198,12
shp_KJ_0,101.572911,2.99934801,13
shp_KJ_0,101.572875,2.999754,14
shp_KJ_0,101.572871,3.00098097,15
shp_KJ_0,101.572871,3.00114603,16
